text,sentiment,clean_text
Hii Bolt rider alikuwa akiongea na simu wakati anaendesha ni hatari na ni wack 😞,Negative,hii bolt rider alikuwa akiongea na simu wakati anaendesha ni hatari na ni wack
big up equity bank kwa kuongeza interest rate poa kwa savings nimeokoa 2k mwezi huu 😂🔥,Positive,big up equity bank kwa kuongeza interest rate poa kwa savings nimeokoa 2k mwezi huu
Habari yakotunashukuru kwa kushiriki nasi kwenye ukurasa wetu,Positive,habari yakotunashukuru kwa kushiriki nasi kwenye ukurasa wetu
wueh airtel money wamenitoza 50 bob bila kunieleza hii ni wizi wa ya kuninyonya 👎🏾,Negative,wueh airtel money wamenitoza 50 bob bila kunieleza hii ni wizi wa ya kuninyonya
"Bolt app inafanya kazi poa leo, no delays, ata booking ilikuwa rahisi 🔥🔥",Positive,"bolt app inafanya kazi poa leo, no delays, ata booking ilikuwa rahisi"
"Bolt dere alikuwa poa lakini gari ilikuwa na harufu mbaya, so so tu overall",Neutral,"bolt dere alikuwa poa lakini gari ilikuwa na harufu mbaya, so so tu overall"
alaa telkom network imekufa the whole morning sina connection kabisa 🙄,Negative,alaa telkom network imekufa the whole morning sina connection kabisa
m-pesa wametuma sms kuhusu new charges sijui kama itaaffect sana tu vile ni,Neutral,m-pesa wametuma sms kuhusu new charges sijui kama itaaffect sana tu vile ni
Hellow Tanzania nawasalimia Kwa jina la Jamhuri ya Muungano Kazi Iendeleee,Neutral,hellow tanzania nawasalimia kwa jina la jamhuri ya muungano kazi iendele
"Equitel interest ni ok lakini aaaapp inalag wakati mwingine, vile vile",Neutral,"equitel interest ni ok lakini app inalag wakati mwingine, vile vile"
"Oh wow Uber Kenya, thank you so much for cancelling my ride after forever of waiting, very professional indeed 🙄😂",Negative,"oh wow uber kenya, thank you so much for cancelling my ride after forever of waiting, very professional indeed"
Leo nimetumia Bolt kutoka town kwenda home ride ilikuwa ata sijui,Neutral,leo nimetumia bolt kutoka town kwenda home ride ilikuwa ata sijui
uber kenya support walinijibu after a day response time ilikuwa sina maoni mengi,Neutral,uber kenya support walinijibu after a day response time ilikuwa sina maoni mengi
"That Faras rider alikuwa poa, polite na anajua route, naye anaongea Sheng poa",Positive,"that faras rider alikuwa poa, polite na anajua route, naye anaongea sheng poa"
"Nataka tu kusema M-Pesa mnatuoneaaaa, kila siku charges mpya, hata sijui za nini, ni story mbaya tu mnaofanya hivi",Negative,"nataka tu kusema m-pesa mnatuonea, kila siku charges mpya, hata sijui za nini, ni story mbaya tu mnaofanya hivi"
"Telkom hawa wa support hawawezi solve hii bundle issue, nimepiga simu mara tano, ni wajinga",Negative,"telkom hawa wa support hawawezi solve hii bundle issue, nimepiga simu mara tano, ni wajinga"
"Nashukuru Branch customer care walinisaidia kurudisha 5k ilikuwa imepotea, huduma ni ya kunigonga sawa",Positive,"nashukuru branch customer care walinisaidia kurudisha 5k ilikuwa imepotea, huduma ni ya kunigonga sawa"
hii uber kenya dere kakataa booking,Negative,hii uber kenya dere kakataa booking
equitel app inadunda kila siku sijawahi login bila error hii ni wack kabisa 😡,Negative,equitel app inadunda kila siku sijawahi login bila error hii ni wack kabisa
"Little app app imeupdate, sijui kama features mpya ni poa au sio, vile vile",Neutral,"little app app imeupdate, sijui kama features mpya ni poa au sio, vile vile"
Naona Bolt app na Uber fares ni almost same leo so so,Neutral,naona bolt app na uber fares ni almost same leo so so
"Sasa Little app wananiongezea bei kila siku lakiniiii huduma ni ya ya kunizima, customer care ni wajuaji",Negative,"sasa little app wananiongezea bei kila siku lakini huduma ni ya ya kunizima, customer care ni wajuaji"
Asanteni sana kwa kuungana nasi leo tunathamini sana uwepo wenu na tunaahidi kufanyia kazi maoni na ushauri wenu mliotup,Neutral,asanteni sana kwa kuungana nasi leo tunathamini sana uwepo wenu na tunaahidi kufanyia kazi maoni na ushauri wenu mliotup
"Leo nimetumia Bolt app kutoka town kwenda home, ride ilikuwa bado nasubiri",Neutral,"leo nimetumia bolt app kutoka town kwenda home, ride ilikuwa bado nasubiri"
"Faras dere alikuwa ya kunigonga vibaya, hakujua route, tukapotea dakika kumi, customer care wakaniboo zaidi",Negative,"faras dere alikuwa ya kunigonga vibaya, hakujua route, tukapotea dakika kumi, customer care wakaniboo zaidi"
"Wow Airtel Money, thanks for the 'instant' transaction that took siku tatu to process, much appreciated 😅",Negative,"wow airtel money, thanks for the 'instant' transaction that took siku tatu to process, much appreciated"
nashukuru kcb customer care walinisaidia kurudisha 500 bob ilikuwa imepotea huduma ni fiti,Positive,nashukuru kcb customer care walinisaidia kurudisha 500 bob ilikuwa imepotea huduma ni fiti
"Airtel Money wamenibloki account yangu bila reason, nimepiga hawa wa support mara nne, hii ni noma ya kuniboo 😤",Negative,"airtel money wamenibloki account yangu bila reason, nimepiga hawa wa support mara nne, hii ni noma ya kuniboo"
"Nimetuma 10k kupitia KCB na ikafika instant, no delaaaaays, service ni top 🔥🔥",Positive,"nimetuma 10k kupitia kcb na ikafika instant, no delays, service ni top"
Fiti Telkom network imekuwaaaaa stable leo internet ni ya kunibamba 🎉,Positive,fiti telkom network imekuwa stable leo internet ni ya kunibamba
"Nimepoteza 5k kwa KCB app kwa transaction iliyofail lakini hawajarudisha pesa, customer care ni wasee wa kunichizisha",Negative,"nimepoteza 5k kwa kcb app kwa transaction iliyofail lakini hawajarudisha pesa, customer care ni wasee wa kunichizisha"
Uber app imeupdate sijui kama features mpya ni poa au sio so so,Neutral,uber app imeupdate sijui kama features mpya ni poa au sio so so
little app customer service ni wapuuzi nimetuma complaint mara nne hakuna majibu 👎🏾,Negative,little app customer service ni wapuuzi nimetuma complaint mara nne hakuna majibu
wueh nimetuma pesa kwa wrong number kupitia m-pesa app na hawawezi kurudisha customer care ni wasee wa kunichizisha,Negative,wueh nimetuma pesa kwa wrong number kupitia m-pesa app na hawawezi kurudisha customer care ni wasee wa kunichizisha
"Nimepoteza kidogo tu kwa KCBBB kwa transaction iliyofail lakini hawajarudisha pesa, helpline ni wajuaji",Negative,"nimepoteza kidogo tu kwa kcb kwa transaction iliyofail lakini hawajarudisha pesa, helpline ni wajuaji"
Tala wamenisave leo nilikuwa na emergency na loan ikaapprove fast asante sana 👏🏾,Positive,tala wamenisave leo nilikuwa na emergency na loan ikaapprove fast asante sana
Why is M-Pesa interest rate so noma wanachukua pesa zangu zote extra kila mwezi ni wizi tu,Negative,why is m-pesa interest rate so noma wanachukua pesa zangu zote extra kila mwezi ni wizi tu
"Airtel bundle prices zimebadilika kidogoooo, sio big deal",Neutral,"airtel bundle prices zimebadilika kidogo, sio big deal"
"Tala loan approval ilikuja within minutes, hii app ni fya kweli 😊",Positive,"tala loan approval ilikuja within minutes, hii app ni fya kweli"
"Fiti Equitel transaction ilifanikiwa fast leo, pesa zikaingia haraka 💪🏾",Positive,"fiti equitel transaction ilifanikiwa fast leo, pesa zikaingia haraka"
"Talaaa wamenibloki account yangu bila reason, nimepiga support yao mara nne, hii ni noma ya kuniboo 😤",Negative,"tala wamenibloki account yangu bila reason, nimepiga support yao mara nne, hii ni noma ya kuniboo"
unamuacha lini huyu sasaaaaa Kuna watu huko wanaitwa BEACH wanasubiri COCO muwe kimoja Achan,Neutral,unamuacha lini huyu sasa kuna watu huko wanaitwa beach wanasubiri coco muwe kimoja achan
Thanks Telkom for the 'fast' 4G that loads nothing for since morning very impressive 🙃,Negative,thanks telkom for the 'fast' 4g that loads nothing for since morning very impressive
"Eee surge pricing ya Faras leo ni wizi wa mchana, walinitoza 50 bob extra bila reason 💔",Negative,"e surge pricing ya faras leo ni wizi wa mchana, walinitoza 50 bob extra bila reason"
Branch aaapp down,Negative,branch app down
"Asante Little app kwa kunipea rider asiyejua njia, exactly what I needed today 🙃",Negative,"asante little app kwa kunipea rider asiyejua njia, exactly what i needed today"
"Eish Airtel network imekufa saa nzima, sina connection kabisa 😭",Negative,"eish airtel network imekufa saa nzima, sina connection kabisa"
"Bolt aaapp imeupdate, sijui kama features mpya ni poa au sio, sina maoni mengi",Neutral,"bolt app imeupdate, sijui kama features mpya ni poa au sio, sina maoni mengi"
Corona huambukizwa kwa njia ya hewa kwa kuingiwa na majimaji yenye virusi kutoka mtu mmoja kwa njia ya kukohoa au kupig,Neutral,corona huambukizwa kwa njia ya hewa kwa kuingiwa na majimaji yenye virusi kutoka mtu mmoja kwa njia ya kukohoa au kupig
Bomu lililokuwa limetegwa ndani ya gari likiwalenga wajenzi kutoka Uturuki limelipuka katika eneo la Afgoye kaskazini Magharibi mwa mji mkuu wa Mogadishu Somalia limeua watu wanne polisi wamesema,Negative,bomu lililokuwa limetegwa ndani ya gari likiwalenga wajenzi kutoka uturuki limelipuka katika eneo la afgoye kaskazini magharibi mwa mji mkuu wa mogadishu somalia limeua watu wanne polisi wamesema
That Little Cab rider alikuwa legit polite na anajua route naye anaongea Sheng poa 👏🏾,Positive,that little cab rider alikuwa legit polite na anajua route naye anaongea sheng poa
Anyone knows Telkom customer care number mpya?,Neutral,anyone knows telkom customer care number mpya?
"Nimeona Airtel Money wameongeza terms, sijasoma zote",Neutral,"nimeona airtel money wameongeza terms, sijasoma zote"
hii kcb app loan app inanichaji 5k za hidden fees wajinga tu wanaipost kwa fine print,Negative,hii kcb app loan app inanichaji 5k za hidden fees wajinga tu wanaipost kwa fine print
"Fiti Safaricom network imekuwa stable leo, internet ni fiti 💯",Positive,"fiti safaricom network imekuwa stable leo, internet ni fiti"
"KCB app system imekuwa down for the whole morning, sina access kwa pesa zangu, hiiiiii ni ya kuninoma",Negative,"kcb app system imekuwa down for the whole morning, sina access kwa pesa zangu, hi ni ya kuninoma"
"Naona Bolt na Little Cab fares ni almost same leo, sina maoni mengi",Neutral,"naona bolt na little cab fares ni almost same leo, sina maoni mengi"
"Airtel wametuma SMS kuhusu tariff changes, vile vileee",Neutral,"airtel wametuma sms kuhusu tariff changes, vile vile"
"Big up Bolt for the fast pickup, this app is top notch sasa 🎉",Positive,"big up bolt for the fast pickup, this app is top notch sasa"
"That Bolt app dere alikuwa fya, polite na anajua route, naye anaongea Sheng poa",Positive,"that bolt app dere alikuwa fya, polite na anajua route, naye anaongea sheng poa"
"Hii Bolt rider alikuwa akiongea na simu wakati anaendesha, ni hatari na ni fala",Negative,"hii bolt rider alikuwa akiongea na simu wakati anaendesha, ni hatari na ni fala"
"Uber Kenya app imeupdate, sijui kama features mpya ni poa au sio, ata sijui",Neutral,"uber kenya app imeupdate, sijui kama features mpya ni poa au sio, ata sijui"
"That Airtel 5G speed ni noma kwa maana nzuri, downloads zinaenda fast sana 🎉",Positive,"that airtel 5g speed ni noma kwa maana nzuri, downloads zinaenda fast sana"
kwn Bolt wanafikiria sisi hatuna kazi ya kusubiri from yesterday Mnatuchezea saaana na bado mnatutoza 500 bob extra hiiiii ni upuuzi mtupu wa mbaya kabisa,Negative,kwn bolt wanafikiria sisi hatuna kazi ya kusubiri from yesterday mnatuchezea sana na bado mnatutoza 500 bob extra hi ni upuuzi mtupu wa mbaya kabisa
HABARI WANA TOT KUELEKEA KUTIMIZA MWAKA WA UTOAJI HUDUMA MENEJIMENTI YA IMEEANDAA UTARATIBU MZURI WA KUWAPATA WA,Positive,habari wana tot kuelekea kutimiza mwaka wa utoaji huduma menejimenti ya imeeandaa utaratibu mzuri wa kuwapata wa
Mnajitahidi sana kiukweliZoezi likikamilika mtawapunguzia kazi maafisa uhamiaji maana taarifa za mtu na,Positive,mnajitahidi sana kiukwelizoezi likikamilika mtawapunguzia kazi maafisa uhamiaji maana taarifa za mtu na
"Airtel network speed leo ni maybe, sio mbaya sana",Neutral,"airtel network speed leo ni maybe, sio mbaya sana"
"Manze surge pricing ya Little app leo ni wizi wa mchana, walinitoza 2k extra bila reason 😞",Negative,"manze surge pricing ya little app leo ni wizi wa mchana, walinitoza 2k extra bila reason"
Data za Safaricom zinaisha kwa speed ya ajabu hii ni noma ya kunidunda 😭,Negative,data za safaricom zinaisha kwa speed ya ajabu hii ni noma ya kunidunda
"Airtel wameniongezea 10k bila kunieleza, hii ni wizi wa ya kunizima",Negative,"airtel wameniongezea 10k bila kunieleza, hii ni wizi wa ya kunizima"
News Transifoma lalipuka na kuwaka moto maeneo ya Mgololo mkoani Iringachanzo cha kulipuka hakijajulikana na,Negative,news transifoma lalipuka na kuwaka moto maeneo ya mgololo mkoani iringachanzo cha kulipuka hakijajulikana na
"Bolt app customer care ni wasee wa kunichizisha, nimetuma complaint mara nne hakuna majibu 😭",Negative,"bolt app customer care ni wasee wa kunichizisha, nimetuma complaint mara nne hakuna majibu"
Viongozi mbalimbali tayari wamewasili uwanjani kuaga miili ya wanafunzi walimu na dereva waliofariki katika ajali htt,Neutral,viongozi mbalimbali tayari wamewasili uwanjani kuaga miili ya wanafunzi walimu na dereva waliofariki katika ajali htt
Nimesubiriiiii Uber since morning bila dere kupatikana app inanidunda 😒,Negative,nimesubiri uber since morning bila dere kupatikana app inanidunda
"Love it wheeeeen Equitel 'protects my money' by freezing my account for no reason, great service 🙃",Negative,"love it when equitel 'protects my money' by freezing my account for no reason, great service"
UHURU  JUMATANO  JUNI 19  UKWELI DAIMA Linapatikana mtaani kwako sasa kwa bei ile ile ya Tsh 1000 tu wahi nakala yako 2019,Neutral,uhuru jumatano juni 19 ukweli daima linapatikana mtaani kwako sasa kwa bei ile ile ya tsh 10 tu wahi nakala yako 2019
bolt app app inafanya kazi legit leo no delays ata booking ilikuwa rahisi 💪🏾,Positive,bolt app app inafanya kazi legit leo no delays ata booking ilikuwa rahisi
M-Pesa interest ni ok lakini app inalag wakati mwingine kawaida,Neutral,m-pesa interest ni ok lakini app inalag wakati mwingine kawaida
i support youDKs wake up amp realise your potentialNjooni huku mfanye kazi na mjifunze Msisikize negativity kwe,Neutral,i support youdks wake up amp realise your potentialnjooni huku mfanye kazi na mjifunze msisikize negativity kwe
"Nimeangalia Equitel statement, kuna transactiooons kadhaa sijazifahamu, sio mbaya sio mzuri",Neutral,"nimeangalia equitel statement, kuna transactions kadhaa sijazifahamu, sio mbaya sio mzuri"
nimeangalia airtel money statement kuna transactions kadhaa sijazifahamu sio mbaya sio mzuri,Neutral,nimeangalia airtel money statement kuna transactions kadhaa sijazifahamu sio mbaya sio mzuri
"Telkom bundle prices zimebadilika kidogo, sioooo big deal",Neutral,"telkom bundle prices zimebadilika kidogo, sio big deal"
Naskia Little Cab wamebadilika fare ikienda down na huduma ni smooth 🔥🔥,Positive,naskia little cab wamebadilika fare ikienda down na huduma ni smooth
"Nashukuru M-Shwari customer care walinisaidia kurudishaaaaa 5k ilikuwa imepotea, huduma ni poa",Positive,"nashukuru m-shwari customer care walinisaidia kurudisha 5k ilikuwa imepotea, huduma ni poa"
"Tala wameniblokiiii account yangu bila reason, nimepiga helpline mara nne, hii ni noma ya kuniboo 😞",Negative,"tala wamenibloki account yangu bila reason, nimepiga helpline mara nne, hii ni noma ya kuniboo"
m-pesa wamesema watafanya maintenance leo usiku so so,Neutral,m-pesa wamesema watafanya maintenance leo usiku so so
"Little Cab helpline hawajibu calls zangu, hii huduma ni noma kabisa, wame-ignore complaint yangu",Negative,"little cab helpline hawajibu calls zangu, hii huduma ni noma kabisa, wame-ignore complaint yangu"
Kuna mtu amewahi switch kutoka M-Pesa kwendaaaaa KCB app? How was the process,Neutral,kuna mtu amewahi switch kutoka m-pesa kwenda kcb app? how was the process
"Faras dere alikuwa poa lkn gari ilikuwa na harufu mbaya, so so tu overall",Neutral,"faras dere alikuwa poa lkn gari ilikuwa na harufu mbaya, so so tu overall"
"That Telkom 5G speed ni noma kwa maana nzuri, downloads zinaenda fast sana 💪🏾",Positive,"that telkom 5g speed ni noma kwa maana nzuri, downloads zinaenda fast sana"
Ndani ya Rebecca leo mambo ni moto kila pande usikose kuangalia kila Jumatatu na Jumatano saa 130 usiku kupitia chaneli 160 Lipia kifurushi cha Bomba 19000 tu,Neutral,ndani ya rebecca leo mambo ni moto kila pande usikose kuangalia kila jumatatu na jumatano saa 130 usiku kupitia chaneli 160 lipia kifurushi cha bomba 190 tu
Telkom helpline hawawezi solve hii bundle issue nimepiga simu mara tano ni wasee wa kukalia pesa za watu,Negative,telkom helpline hawawezi solve hii bundle issue nimepiga simu mara tano ni wasee wa kukalia pesa za watu
Nataka tu kusema Equity Bank mnatuonea kila siku charges mpya hata sijui za nini ni wapuuzi tu mnaofanya hivi,Negative,nataka tu kusema equity bank mnatuonea kila siku charges mpya hata sijui za nini ni wapuuzi tu mnaofanya hivi
"Niseme tu Uber Kenya wameokoa siku yangu, dere alikuja mapema na gari safi 😊",Positive,"niseme tu uber kenya wameokoa siku yangu, dere alikuja mapema na gari safi"
Why is KCB app interest rate so noma wanachukua 1000 bob extra kila mwezi ni wizi tu,Negative,why is kcb app interest rate so noma wanachukua 10 bob extra kila mwezi ni wizi tu
love how uber kenya support yao 'responds promptly' after only siku tatu true customer care 😂,Negative,love how uber kenya support yao 'responds promptly' after only siku tatu true customer care
Kuna mtu amewahi switch kutoka Tala kwenda M-Shwariii? How was the process,Neutral,kuna mtu amewahi switch kutoka tala kwenda m-shwari? how was the process
Data za Telkom zinaisha kwa speed ya ajabu hii ni noma ya kunidunda 🙄,Negative,data za telkom zinaisha kwa speed ya ajabu hii ni noma ya kunidunda
Ubinadamu kazi isiyokuwa na malipo,Neutral,ubinadamu kazi isiyokuwa na malipo
Mwanamke mmoja aliyetambulika kwa jina la mama Robert mkazi wa mtaa wa Msalala road amezua sintofahamu baada ya kumfungia ndani mtoto wake wa kiume mwenye umri wa miaka 6 kwa madai ya kumfundisha adabu,Negative,mwanamke mmoja aliyetambulika kwa jina la mama robert mkazi wa mtaa wa msalala road amezua sintofahamu baada ya kumfungia ndani mtoto wake wa kiume mwenye umri wa miaka 6 kwa madai ya kumfundisha adabu
"Nashukuru Equity Bank customer careee walinisaidia kurudisha 2k ilikuwa imepotea, huduma ni fiti",Positive,"nashukuru equity bank customer care walinisaidia kurudisha 2k ilikuwa imepotea, huduma ni fiti"
eh bolt app promo ya leo ilinisaidia sana nimelipa kidogo tu kwa ride nzuri 💯,Positive,eh bolt app promo ya leo ilinisaidia sana nimelipa kidogo tu kwa ride nzuri
Nimetuma pesa zangu zote kupitia M-Pesaaaa na ikafika instant no delays service ni top 😂🔥,Positive,nimetuma pesa zangu zote kupitia m-pesa na ikafika instant no delays service ni top
"Uber Kenya app imeupdate, sijui kama features mpya ni poa au sio, labda",Neutral,"uber kenya app imeupdate, sijui kama features mpya ni poa au sio, labda"
Sawa kabisa Faras wamenipea rider mzuri na bei poa hakuna noma 💯,Positive,sawa kabisa faras wamenipea rider mzuri na bei poa hakuna noma
"Sawa kabisa, Uber Kenya wamenipea rider mzuri na bei poa, hakuna noma",Positive,"sawa kabisa, uber kenya wamenipea rider mzuri na bei poa, hakuna noma"
"Aki surge priciiiing ya Bolt app leo ni wizi wa mchana, walinitoza ile pesa extra bila reason 😭",Negative,"aki surge pricing ya bolt app leo ni wizi wa mchana, walinitoza ile pesa extra bila reason"
TAFITIKukumbatiwa mara kwa mara hupunguza hatari ya kuugua ikilinganishwa na wasiokumbatiwa mara kwa mara Tiba Fasta,Positive,tafitikukumbatiwa mara kwa mara hupunguza hatari ya kuugua ikilinganishwa na wasiokumbatiwa mara kwa mara tiba fasta
That Safaricom 5G speed ni noma kwa maana nzuri downloads zinaenda fast sana 🔥🔥,Positive,that safaricom 5g speed ni noma kwa maana nzuri downloads zinaenda fast sana
kumbe m-pesa app wamenitoza ile pesa bila kunieleza hii ni wizi wa ya kunidunda 🙄,Negative,kumbe m-pesa app wamenitoza ile pesa bila kunieleza hii ni wizi wa ya kunidunda
equitel system imekuwa down for dakika kumi sina access kwa pesa zangu hii ni ya kunichizisha,Negative,equitel system imekuwa down for dakika kumi sina access kwa pesa zangu hii ni ya kunichizisha
"This Faras app keeps crashing, kudunda kila time nina-book ride, mbogi ya support yao ni mafala 😞",Negative,"this faras app keeps crashing, kudunda kila time nina-book ride, mbogi ya support yao ni mafala"
Lengo hasa la kitabu hichi ni kuongeza hamasa kwa mabinti kuwa inawezekana pia kuwajengea Uthubutu  ndani ya PB ya,Positive,lengo hasa la kitabu hichi ni kuongeza hamasa kwa mabinti kuwa inawezekana pia kuwajengea uthubutu ndani ya pb ya
kuna mtu amewahi switch kutoka m-pesa kwenda branch how was the process,Neutral,kuna mtu amewahi switch kutoka m-pesa kwenda branch how was the process
Nashangaa kama Bolt app wamebadilisha fare structureeeee au ni vile vile,Neutral,nashangaa kama bolt app wamebadilisha fare structure au ni vile vile
Nisemeeeee tu Uber Kenya wameokoa siku yangu dere alikuja mapema na gari safi ✅,Positive,niseme tu uber kenya wameokoa siku yangu dere alikuja mapema na gari safi
"Niceee Little app ilinitumia dere mzuri leo, the ride was ya kunibambaaaa 😊",Positive,"nice little app ilinitumia dere mzuri leo, the ride was ya kunibamba"
airtel network speed leo ni ata sijui sio mbaya sana,Neutral,airtel network speed leo ni ata sijui sio mbaya sana
"Why is Airtel Money interest rate so noma, wanachukua 10k extra kila mwezi, ni wizi tu",Negative,"why is airtel money interest rate so noma, wanachukua 10k extra kila mwezi, ni wizi tu"
Jamaa yetu ana huu mzigo wa ajili ya watu wenye vidonda vya tumbo Imetengenezwa kwa mimea kwa 100 Mgonjwa,Neutral,jamaa yetu ana huu mzigo wa ajili ya watu wenye vidonda vya tumbo imetengenezwa kwa mimea kwa 100 mgonjwa
Data za Safaricom zinaisha kwa speed ya ajabu hii ni noma ya kunidunda 💔,Negative,data za safaricom zinaisha kwa speed ya ajabu hii ni noma ya kunidunda
"Sijui kamaaa Faras ni bora kuliko Uber Kenya, both have pros and cons",Neutral,"sijui kama faras ni bora kuliko uber kenya, both have pros and cons"
Mimi social media kwangu ni sehemu ya kufurahia na kupeana faraja lakini kwa hali ya sasa imekuwa sio sehemu salama tenasio sehemu yakutolea stress bali kupeana stress na ndo maana ni vyema ukajitafutia mtaa wako wenye amani yako humukuna w,Negative,mimi social media kwangu ni sehemu ya kufurahia na kupeana faraja lakini kwa hali ya sasa imekuwa sio sehemu salama tenasio sehemu yakutolea stress bali kupeana stress na ndo maana ni vyema ukajitafutia mtaa wako wenye amani yako humukuna w
blue tick inakuhusu  watakuletea fedheha hawa siku,Neutral,blue tick inakuhusu watakuletea fedheha hawa siku
"Aki surge pricing ya Uber Kenya leo ni wizi wa mchana, walinitoza kidogo tu extra bila reason 😒",Negative,"aki surge pricing ya uber kenya leo ni wizi wa mchana, walinitoza kidogo tu extra bila reason"
"Nimefurahi na Faras leo, gari ilifika in two minutes, driver ni mtu wa ya kunibamba 🔥🔥",Positive,"nimefurahi na faras leo, gari ilifika in two minutes, driver ni mtu wa ya kunibamba"
Leoooo nimetumia Little app kutoka town kwenda home ride ilikuwa vile vile,Neutral,leo nimetumia little app kutoka town kwenda home ride ilikuwa vile vile
"Equity Bank wametuma SMS kuhusu new charges, sijui kama itaaffect sana, bado nasubiri",Neutral,"equity bank wametuma sms kuhusu new charges, sijui kama itaaffect sana, bado nasubiri"
Bolt app fare kutoka CBD kwenda Westlands ni around 2k depending on traffic,Neutral,bolt app fare kutoka cbd kwenda westlands ni around 2k depending on traffic
"Branch app imeongeza feature mpya ya kutuma pesaaaa kwa group, sijaitry bado",Neutral,"branch app imeongeza feature mpya ya kutuma pesa kwa group, sijaitry bado"
Waliomua kinyama mtoto wasakwa gt,Negative,waliomua kinyama mtoto wasakwa gt
Branch app down,Negative,branch app down
Eh Bolt app ilinitumia rider mzuri leo the rideeeee was freshi 🔥🔥,Positive,eh bolt app ilinitumia rider mzuri leo the ride was freshi
Nimepokea kwa masikitiko makubwa taarifa za kifo cha Rais Mstaafu na Baba wa Taifa la Zimbabwe Mzee Robert Mugabe Afrika i,Negative,nimepokea kwa masikitiko makubwa taarifa za kifo cha rais mstaafu na baba wa taifa la zimbabwe mzee robert mugabe afrika i
"Nataka kuelewa Little Cab wananiitia surge kila saa za jioni, ata siku ya jua nzuri, hii ni biashara ya kuninoma tu, sitaongea na huyo dere tena",Negative,"nataka kuelewa little cab wananiitia surge kila saa za jioni, ata siku ya jua nzuri, hii ni biashara ya kuninoma tu, sitaongea na huyo dere tena"
TAARIFA MUHIMU KWA WATANZANIA,Neutral,taarifa muhimu kwa watanzania
WANA TWETER TUONESHE UPENDO KWA HUYU MTOTO ATIBIWE Mtoto Yusuf Said umri wa miezi 5 mzaliwa wa kitongoji cha Lamay Hanan,Positive,wana tweter tuoneshe upendo kwa huyu mtoto atibiwe mtoto yusuf said umri wa miezi 5 mzaliwa wa kitongoji cha lamay hanan
"M-Pesa app wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante sana ✅",Positive,"m-pesa app wamenisave leo, nilikuwa na emergency na loan ikaapprove fast, asante sana"
Uber Kenya support walinijibu after a day response time ilikuwa labda,Neutral,uber kenya support walinijibu after a day response time ilikuwa labda
M-Shwari wamenibloki account yangu bila reason nimepiga hawa wa support mara nne hii ni noma ya kuniboo 🙄,Negative,m-shwari wamenibloki account yangu bila reason nimepiga hawa wa support mara nne hii ni noma ya kuniboo
"Biiiiig up Uber for the fast ride, this app is fiti sasa 🎉",Positive,"big up uber for the fast ride, this app is fiti sasa"
"Shout out kwa Bolt rider wa leo, alinipeleka mahali fast bila stress, top notch kabisa",Positive,"shout out kwa bolt rider wa leo, alinipeleka mahali fast bila stress, top notch kabisa"
"Hiiiiii KCB app loan app inanichaji 10k za hidden fees, wajinga tu wanaipost kwa fine print",Negative,"hi kcb app loan app inanichaji 10k za hidden fees, wajinga tu wanaipost kwa fine print"
Hii Little app driver alikuwa akiongea na simu wakati anaendesha ni hatari na ni ya kunidunda,Negative,hii little app driver alikuwa akiongea na simu wakati anaendesha ni hatari na ni ya kunidunda
Kuna mtu amewahi switch kutoka M-Pesa app kwenda Tala How was the process,Neutral,kuna mtu amewahi switch kutoka m-pesa app kwenda tala how was the process
"Great job Little Cab, charging me surge price for a ride that took from yesterday to even arrive, kazi nzuri saaana",Negative,"great job little cab, charging me surge price for a ride that took from yesterday to even arrive, kazi nzuri sana"
Nataka tu kusema Equity Bank mnatuonea kila siku charges mpya hata sijui za nini ni wajuaji tu mnaofanya hivi,Negative,nataka tu kusema equity bank mnatuonea kila siku charges mpya hata sijui za nini ni wajuaji tu mnaofanya hivi
Adeo tunaomba kufahamu unapowasha data kwenye simu yako unapata alama gani E2G3GH au 4G,Neutral,adeo tunaomba kufahamu unapowasha data kwenye simu yako unapata alama gani e2g3gh au 4g
Branch aaaaapp down,Negative,branch app down
kwani little app wanafikiria sisi hatuna kazi ya kusubiri for like an hour mnatuchezea sana na bado mnatutoza pesa zangu zote extra hii ni upuuzi mtupu wa ya kuniboo,Negative,kwani little app wanafikiria sisi hatuna kazi ya kusubiri for like an hour mnatuchezea sana na bado mnatutoza pesa zangu zote extra hii ni upuuzi mtupu wa ya kuniboo
"Niko hapa nasubiri Little Cab dere, ETAAAAA inaonyesha dakika tano",Neutral,"niko hapa nasubiri little cab dere, eta inaonyesha dakika tano"
"Little Cab app inafanya kazi mzuri sana leo, no delays, ata booking ilikuwa rahisi 💯",Positive,"little cab app inafanya kazi mzuri sana leo, no delays, ata booking ilikuwa rahisi"
Anyone knows M-pesa app transaction limit kwa sikuuuu ni ngapi?,Neutral,anyone knows m-pesa app transaction limit kwa siku ni ngapi?
Asante Little Cab kwa kunipea dere asiyejua njia exactly what I needed today lol,Negative,asante little cab kwa kunipea dere asiyejua njia exactly what i needed today lol
"Asante Equity Bank kwaaaaa hizo hidden charges, very transparent of you 🙄😂",Negative,"asante equity bank kwa hizo hidden charges, very transparent of you"
Habari Pole kwa hilo Tumewasiliana na wewe tunasubiri mrejesho DMinbox PA,Neutral,habari pole kwa hilo tumewasiliana na wewe tunasubiri mrejesho dminbox pa
